,dU11,dU12,dU21,dU22,vol_req,seed
2503,-0.3493,-0.0164,-0.0164,-0.3484,0.1013,10.0
2504,0.8773,-0.0641,-0.0641,-0.4332,0.1634,16.0
2505,0.4773,0.3231,0.3231,0.2769,0.4565,46.0
2506,0.4329,0.0073,0.0073,0.4458,0.064,6.0
2507,0.0711,0.0702,0.0702,-0.2093,0.3318,33.0
2508,0.1129,-0.2429,-0.2429,0.4004,0.3238,32.0
2509,-0.4048,0.2627,0.2627,0.2861,0.1555,16.0
2510,0.9692,0.0449,0.0449,0.6576,0.4381,44.0
2511,0.0415,-0.1561,-0.1561,0.0043,0.267,27.0
2512,0.1347,-0.4195,-0.4195,0.3637,0.3662,37.0
2513,0.2206,0.0454,0.0454,0.9037,0.0858,9.0
2514,0.4406,-0.046,-0.046,0.6082,0.48,48.0
2515,-0.3282,0.1727,0.1727,-0.0478,0.1961,20.0
2516,0.325,-0.0634,-0.0634,0.1772,0.2343,23.0
2517,0.2789,0.3584,0.3584,-0.0901,0.4146,41.0
2518,0.7555,-0.0975,-0.0975,0.7445,0.1338,13.0
2519,-0.479,-0.0831,-0.0831,-0.013,0.2892,29.0
2520,0.2035,-0.3642,-0.3642,-0.0794,0.4256,43.0
2521,0.7688,0.0097,0.0097,-0.3889,0.2505,25.0
2522,0.7545,-0.0415,-0.0415,0.5762,0.3081,31.0
2523,0.1664,0.0259,0.0259,0.1194,0.1439,14.0
2524,0.0125,-0.3007,-0.3007,0.8588,0.0756,8.0
2525,0.004,0.1457,0.1457,0.1843,0.3474,35.0
2526,0.6573,0.2729,0.2729,0.5556,0.1799,18.0
2527,-0.1432,-0.0115,-0.0115,-0.2555,0.469,47.0
2528,0.7229,-0.4253,-0.4253,-0.0502,0.3003,30.0
2529,0.8199,0.2076,0.2076,-0.0748,0.1236,12.0
2530,0.2845,0.0001,0.0001,0.294,0.4034,40.0
2531,-0.1357,0.0346,0.0346,-0.1626,0.2446,24.0
2532,0.1977,-0.0301,-0.0301,0.4933,0.2001,20.0
2533,0.0201,0.4401,0.4401,0.1848,0.4769,48.0
2534,0.801,-0.0039,-0.0039,0.8058,0.0819,8.0
2535,0.1053,-0.1478,-0.1478,-0.3115,0.3692,37.0
2536,-0.3145,-0.3371,-0.3371,0.232,0.458,46.0
2537,-0.2088,0.2163,0.2163,0.5786,0.19,19.0
2538,0.5277,-0.0242,-0.0242,0.8895,0.3582,36.0
2539,0.0746,0.0386,0.0386,0.0956,0.0657,7.0
2540,0.6225,-0.0991,-0.0991,0.0685,0.1398,14.0
2541,0.2993,0.1191,0.1191,0.2861,0.3113,31.0
2542,0.6742,0.1603,0.1603,0.8389,0.2547,25.0
2543,-0.2445,0.0777,0.0777,-0.4251,0.4223,42.0
2544,0.5498,-0.1658,-0.1658,-0.1135,0.098,10.0
2545,0.7494,0.54,0.54,-0.1986,0.3821,38.0
2546,0.576,-0.1693,-0.1693,0.4707,0.2121,21.0
2547,0.0035,-0.0109,-0.0109,0.2291,0.4921,49.0
2548,0.4053,-0.3769,-0.3769,0.4958,0.3883,39.0
2549,-0.0019,0.0659,0.0659,0.4567,0.2324,23.0
2550,0.6543,0.0923,0.0923,0.4112,0.2873,29.0
2551,-0.3073,-0.0564,-0.0564,-0.3742,0.1076,11.0
2552,-0.2961,-0.2991,-0.2991,0.639,0.2698,27.0
2553,0.2182,0.2827,0.2827,0.6079,0.4345,43.0
2554,0.5375,0.0587,0.0587,0.5096,0.1528,15.0
2555,-0.3789,0.047,0.047,0.2306,0.3273,33.0
2556,0.1306,-0.192,-0.192,0.1204,0.3422,34.0
2557,0.3068,0.0829,0.0829,-0.1339,0.0527,5.0
2558,0.969,-0.0574,-0.0574,0.8526,0.446,45.0
2559,-0.1978,-0.1068,-0.1068,-0.1094,0.1748,17.0
2560,0.2682,-0.1591,-0.1591,-0.2244,0.2658,27.0
2561,0.6194,0.4014,0.4014,0.0573,0.4385,44.0
2562,0.7361,-0.3241,-0.3241,0.5743,0.1586,16.0
2563,-0.0687,-0.0021,-0.0021,-0.0416,0.3215,32.0
2564,0.4729,-0.2477,-0.2477,0.4897,0.3339,33.0
2565,0.0889,0.0908,0.0908,0.565,0.061,6.0
2566,0.7126,0.1012,0.1012,0.5082,0.4559,46.0
2567,-0.3808,-0.0023,-0.0023,-0.3828,0.1648,16.0
2568,-0.3451,-0.2733,-0.2733,0.7702,0.1009,10.0
2569,0.1111,0.2613,0.2613,0.5655,0.3792,38.0
2570,0.4362,0.0394,0.0394,0.4118,0.2109,21.0
2571,-0.2721,0.0147,0.0147,0.0681,0.4933,49.0
2572,0.3274,-0.2898,-0.2898,0.2606,0.4011,40.0
2573,0.3293,0.1061,0.1061,-0.432,0.2196,22.0
2574,0.7271,0.0875,0.0875,0.9628,0.2762,28.0
2575,-0.06,-0.1638,-0.1638,0.1335,0.1186,12.0
2576,0.4793,-0.3308,-0.3308,-0.0556,0.4711,47.0
2577,0.8921,0.1811,0.1811,0.2162,0.1768,18.0
2578,0.5725,-0.01,-0.01,0.4133,0.3469,35.0
2579,-0.136,0.2468,0.2468,-0.2678,0.077,8.0
2580,0.1332,-0.044,-0.044,0.3879,0.1426,14.0
2581,0.1117,0.3945,0.3945,0.1546,0.3085,31.0
2582,0.7069,-0.1151,-0.1151,0.8238,0.2536,25.0
2583,-0.0135,-0.1688,-0.1688,-0.4125,0.4234,42.0
2584,-0.2197,-0.3136,-0.3136,0.3629,0.2923,29.0
2585,-0.2886,0.2412,0.2412,0.7461,0.1316,13.0
2586,0.551,-0.0027,-0.0027,0.8106,0.4133,41.0
2587,0.1681,0.0195,0.0195,0.1836,0.2347,23.0
2588,0.8974,-0.1027,-0.1027,-0.1008,0.1957,20.0
2589,0.127,0.2061,0.2061,0.0452,0.4813,48.0
2590,0.4188,0.2478,0.2478,0.7312,0.088,9.0
2591,-0.2331,-0.0142,-0.0142,-0.1934,0.3631,36.0
2592,0.1281,-0.5635,-0.5635,0.5754,0.4193,42.0
2593,-0.0737,0.0101,0.0101,0.8847,0.2568,26.0
2594,0.2693,-0.0138,-0.0138,0.3283,0.3127,31.0
2595,-0.13,0.0213,0.0213,-0.0905,0.1393,14.0
2596,0.424,-0.0789,-0.0789,0.2039,0.0661,7.0
2597,0.3445,0.4069,0.4069,-0.1674,0.3569,36.0
2598,0.7651,0.0049,0.0049,0.767,0.1877,19.0
2599,-0.3234,-0.0438,-0.0438,0.101,0.4612,46.0
2600,0.0355,-0.4043,-0.4043,-0.181,0.3671,37.0
2601,0.6494,0.0598,0.0598,-0.3075,0.0849,8.0
2602,0.8238,-0.0816,-0.0816,0.5187,0.4774,48.0
2603,0.1266,0.0613,0.0613,0.0275,0.1987,20.0
2604,0.1121,-0.2102,-0.2102,0.6097,0.2458,25.0
2605,0.2779,0.0939,0.0939,0.3734,0.4031,40.0
2606,0.7739,0.1426,0.1426,0.7582,0.1204,12.0
2607,-0.401,0.0362,0.0362,-0.1909,0.3026,30.0
2608,-0.1353,-0.0295,-0.0295,0.5408,0.1752,18.0
2609,0.0264,0.6998,0.6998,0.4584,0.4447,44.0
2610,0.4221,-0.1057,-0.1057,0.6056,0.0505,5.0
2611,0.172,-0.0464,-0.0464,-0.017,0.3453,35.0
2612,0.6828,-0.3402,-0.3402,0.2813,0.3243,32.0
2613,0.4063,0.1227,0.1227,0.0764,0.155,15.0
2614,0.4322,0.0386,0.0386,0.7079,0.4358,44.0
2615,-0.3446,-0.1037,-0.1037,-0.3208,0.2693,27.0
2616,0.7666,-0.0876,-0.0876,-0.3607,0.1088,11.0
2617,0.5024,0.3011,0.3011,0.3516,0.2869,29.0
2618,0.5317,0.0416,0.0416,0.5901,0.2293,23.0
2619,0.1605,0.1461,0.1461,-0.2926,0.3906,39.0
2620,0.0469,-0.1476,-0.1476,0.1733,0.49,49.0
2621,-0.1239,0.1753,0.1753,0.2308,0.2151,22.0
2622,0.8598,-0.0158,-0.0158,0.9427,0.3826,38.0
2623,-0.1887,-0.1074,-0.1074,-0.1961,0.0966,10.0
2624,-0.2879,-0.1326,-0.1326,0.7364,0.2852,29.0
2625,0.4143,0.3694,0.3694,0.5224,0.1106,11.0
2626,0.3444,-0.0571,-0.0571,0.409,0.3923,39.0
2627,-0.3621,0.1147,0.1147,-0.0719,0.2275,23.0
2628,0.3185,-0.0445,-0.0445,0.2438,0.2169,22.0
2629,0.5747,0.1748,0.1748,-0.0856,0.4882,49.0
2630,0.9649,-0.0083,-0.0083,0.7206,0.0949,9.0
2631,-0.2677,-0.1452,-0.1452,-0.1678,0.3844,38.0
2632,0.5718,-0.1968,-0.1968,-0.4042,0.45,45.0
2633,0.1391,0.5607,0.5607,0.1348,0.1699,17.0
2634,0.6094,-0.1,-0.1,0.5195,0.34,34.0
2635,0.1184,-0.0338,-0.0338,0.191,0.0558,6.0
2636,0.1702,-0.3499,-0.3499,0.6796,0.1497,15.0
2637,0.041,0.0945,0.0945,0.3544,0.3296,33.0
2638,0.9537,0.0515,0.0515,0.363,0.2746,27.0
2639,-0.2342,0.0759,0.0759,-0.2013,0.4306,43.0
2640,0.0707,-0.2955,-0.2955,0.1693,0.0797,8.0
2641,-0.2251,0.1278,0.1278,0.9103,0.3723,37.0
2642,0.4611,-0.1246,-0.1246,0.8324,0.204,20.0
2643,0.0236,-0.0035,-0.0035,0.019,0.4722,47.0
2644,0.6401,-0.1035,-0.1035,0.1572,0.4083,41.0
2645,0.4458,0.1073,0.1073,0.2392,0.2406,24.0
2646,0.5888,0.0568,0.0568,0.63,0.2973,30.0
2647,-0.4878,-0.0002,-0.0002,-0.48,0.1257,13.0
2648,0.3574,-0.6252,-0.6252,0.2516,0.2586,26.0
2649,0.7646,0.137,0.137,-0.0796,0.4176,42.0
2650,0.2967,0.1014,0.1014,0.5221,0.1376,14.0
2651,0.0553,0.1672,0.1672,-0.1068,0.3144,31.0
2652,-0.0591,-0.1559,-0.1559,0.4822,0.3552,36.0
2653,-0.2078,0.2285,0.2285,0.1481,0.0678,7.0
2654,0.8607,0.0552,0.0552,0.8275,0.4629,46.0
2655,0.131,-0.0205,-0.0205,-0.2495,0.186,19.0
2656,0.2781,-0.3123,-0.3123,-0.0251,0.1299,13.0
2657,0.7127,0.4148,0.4148,-0.2105,0.294,29.0
2658,0.7258,-0.0709,-0.0709,0.2879,0.2365,24.0
2659,-0.026,-0.0999,-0.0999,-0.0089,0.4115,41.0
2660,0.1909,-0.0422,-0.0422,0.9798,0.483,48.0
2661,0.1564,0.2793,0.2793,0.325,0.194,19.0
2662,0.7088,0.1961,0.1961,0.4029,0.3614,36.0
2663,-0.174,-0.0447,-0.0447,-0.3293,0.0898,9.0
2664,-0.1939,-0.4885,-0.4885,0.4469,0.1821,18.0
2665,0.2768,0.1107,0.1107,0.606,0.4659,47.0
2666,0.5094,-0.01,-0.01,0.5979,0.0717,7.0
2667,-0.2003,0.2707,0.2707,-0.1103,0.3521,35.0
2668,0.3699,-0.0064,-0.0064,0.0458,0.3032,30.0
2669,0.1692,0.3212,0.3212,-0.0632,0.1479,15.0
2670,0.8389,0.0442,0.0442,0.924,0.4286,43.0
2671,-0.1909,-0.0342,-0.0342,-0.0316,0.2484,25.0
2672,0.7578,-0.3647,-0.3647,-0.0267,0.3739,37.0
2673,0.7142,0.4239,0.4239,0.3325,0.1062,11.0
2674,0.3833,-0.0195,-0.0195,0.3832,0.4986,50.0
2675,-0.0004,0.0486,0.0486,-0.2416,0.2057,21.0
2676,0.2694,-0.2393,-0.2393,0.3734,0.2249,22.0
2677,-0.4603,0.0813,0.0813,0.4764,0.3959,40.0
2678,0.6757,0.0128,0.0128,0.6332,0.1133,11.0
2679,0.0401,-0.236,-0.236,-0.304,0.2815,28.0
2680,-0.3262,-0.2161,-0.2161,0.2197,0.4403,44.0
2681,0.0615,0.4021,0.4021,0.5156,0.264,26.0
2682,0.7384,-0.1584,-0.1584,0.7844,0.3198,32.0
2683,-0.1021,0.0437,0.0437,0.2343,0.1604,16.0
2684,0.5076,-0.4059,-0.4059,0.2293,0.0592,6.0
2685,0.3394,0.0069,0.0069,0.1396,0.3357,34.0
2686,0.5055,0.0791,0.0791,0.8037,0.1665,17.0
2687,-0.2994,0.0275,0.0275,-0.3454,0.4542,45.0
2688,0.4781,-0.5209,-0.5209,0.0799,0.2086,21.0
2689,0.815,0.0141,0.0141,-0.0058,0.4956,50.0
2690,0.3495,-0.0025,-0.0025,0.3378,0.1015,10.0
2691,-0.0949,0.0871,0.0871,-0.2674,0.3786,38.0
2692,0.283,-0.106,-0.106,0.5856,0.2768,28.0
2693,-0.1842,0.4229,0.4229,0.3617,0.1181,12.0
2694,0.7246,0.0261,0.0261,0.7165,0.3988,40.0
2695,0.2153,-0.0751,-0.0751,-0.3883,0.2219,22.0
2696,-0.1489,-0.3593,-0.3593,0.0514,0.1563,16.0
2697,-0.1413,0.0469,0.0469,0.6747,0.3238,32.0
2698,0.5093,-0.1238,-0.1238,0.9287,0.2663,27.0
2699,-0.0361,0.0608,0.0608,0.0542,0.4379,44.0
2700,0.6651,-0.2443,-0.2443,0.1039,0.4565,46.0
2701,0.2868,0.1174,0.1174,0.1716,0.1642,16.0
2702,0.695,0.26,0.26,0.7401,0.3316,33.0
2703,-0.1658,0.0336,0.0336,-0.3825,0.0633,6.0
2704,0.5142,-0.0194,-0.0194,-0.2057,0.414,41.0
2705,0.5197,0.6046,0.6046,0.1026,0.234,23.0
2706,0.7008,-0.1411,-0.1411,0.4621,0.2897,29.0
2707,0.0469,-0.0156,-0.0156,0.1083,0.1341,13.0
2708,0.332,-0.3715,-0.3715,0.7304,0.0855,9.0
2709,-0.0138,0.1881,0.1881,0.4515,0.3657,37.0
2710,0.6372,0.0488,0.0488,0.2725,0.1965,20.0
2711,-0.316,-0.1281,-0.1281,-0.3483,0.4805,48.0
2712,-0.3337,-0.0975,-0.0975,0.6484,0.3476,35.0
2713,0.4365,0.302,0.302,0.5608,0.0762,8.0
2714,0.5395,0.0025,0.0025,0.5359,0.4686,47.0
2715,-0.4421,0.18,0.18,0.1287,0.1794,18.0
2716,0.2738,-0.252,-0.252,0.0391,0.2511,25.0
2717,0.2129,0.1715,0.1715,-0.1568,0.4259,43.0
2718,0.8731,0.0015,0.0015,0.8809,0.1434,14.0
2719,-0.1037,-0.1292,-0.1292,-0.0985,0.3078,31.0
2720,-0.1981,-0.1699,-0.1699,0.3412,0.4765,48.0
2721,-0.0255,0.4738,0.4738,0.6549,0.1997,20.0
2722,0.4811,-0.2836,-0.2836,0.5983,0.3698,37.0
2723,-0.0162,-0.0074,-0.0074,-0.0908,0.0822,8.0
2724,0.4381,-0.2699,-0.2699,0.4267,0.1232,12.0
2725,0.5476,0.0598,0.0598,0.246,0.2998,30.0
2726,0.6049,0.068,0.068,0.7518,0.2448,24.0
2727,-0.354,0.0616,0.0616,-0.4114,0.4041,40.0
2728,0.9163,-0.3343,-0.3343,-0.398,0.3117,31.0
2729,0.5368,0.2664,0.2664,0.0868,0.1403,14.0
2730,0.3704,0.0839,0.0839,0.4282,0.4221,42.0
2731,0.1395,0.0081,0.0081,-0.1586,0.2541,25.0
2732,0.2202,-0.2214,-0.2214,0.2759,0.1904,19.0
2733,-0.3587,0.102,0.102,0.4015,0.4584,46.0
2734,0.8999,0.063,0.063,0.7443,0.0651,7.0
2735,0.0029,-0.1081,-0.1081,-0.1129,0.3579,36.0
2736,0.0478,-0.3813,-0.3813,0.6143,0.2323,23.0
2737,0.204,0.2066,0.2066,0.9054,0.3876,39.0
2738,0.3904,-0.0066,-0.0066,0.5065,0.1076,11.0
2739,-0.2206,0.1541,0.1541,-0.1345,0.2881,29.0
2740,0.271,-0.0254,-0.0254,0.1069,0.3814,38.0
2741,0.1602,0.3241,0.3241,0.1036,0.0978,10.0
2742,0.8548,-0.0927,-0.0927,0.7636,0.493,49.0
2743,-0.4094,-0.1093,-0.1093,-0.1578,0.2122,21.0
2744,0.428,-0.3376,-0.3376,-0.2397,0.0534,5.0
2745,0.6818,0.2352,0.2352,-0.4166,0.3423,34.0
2746,0.6448,-0.0004,-0.0004,0.622,0.1739,17.0
2747,0.2052,0.0208,0.0208,0.1893,0.4459,45.0
2748,-0.0265,-0.1123,-0.1123,0.8731,0.4346,43.0
2749,0.1605,0.1359,0.1359,0.2025,0.2705,27.0
2750,0.742,0.1867,0.1867,0.5013,0.3272,33.0
2751,-0.2592,-0.0152,-0.0152,-0.3025,0.152,15.0
2752,-0.0556,-0.3919,-0.3919,0.3587,0.3406,34.0
2753,-0.2871,0.413,0.413,0.699,0.0552,6.0
2754,0.3122,-0.0678,-0.0678,0.7069,0.4477,45.0
2755,0.1095,-0.1474,-0.1474,0.0895,0.1722,17.0
2756,0.8094,-0.0434,-0.0434,0.2159,0.2723,27.0
2757,0.3658,0.3053,0.3053,0.2075,0.4329,43.0
2758,0.4424,0.1409,0.1409,0.6654,0.1502,15.0
2759,-0.3587,-0.0204,-0.0204,-0.2864,0.329,33.0
2760,0.4501,-0.4998,-0.4998,-0.1528,0.3929,39.0
2761,0.65,0.187,0.187,0.1365,0.227,23.0
2762,0.4803,-0.0045,-0.0045,0.4392,0.2829,28.0
2763,-0.0954,0.2264,0.2264,-0.1747,0.1129,11.0
2764,-0.024,-0.0005,-0.0005,0.3,0.0925,9.0
2765,0.0016,0.2491,0.2491,0.2022,0.3867,39.0
2766,0.9689,-0.0077,-0.0077,0.9833,0.2174,22.0
2767,-0.0475,-0.017,-0.017,-0.1233,0.4877,49.0
2768,-0.0359,-0.3891,-0.3891,0.7717,0.1351,14.0
2769,0.2057,0.4687,0.4687,0.6084,0.3169,32.0
2770,0.3647,0.0715,0.0715,0.3591,0.2593,26.0
2771,-0.174,0.0364,0.0364,0.0268,0.4168,42.0
2772,0.356,-0.168,-0.168,0.2805,0.4637,46.0
2773,0.5018,0.0706,0.0706,-0.3453,0.1852,19.0
2774,0.7794,-0.0367,-0.0367,0.6676,0.3527,35.0
2775,-0.3556,-0.2616,-0.2616,-0.0047,0.0703,7.0
2776,0.3322,-0.2274,-0.2274,-0.2523,0.2014,20.0
2777,0.5177,0.4419,0.4419,0.0086,0.4747,47.0
2778,0.7541,-0.159,-0.159,0.72,0.0804,8.0
2779,0.1678,0.0172,0.0172,0.0535,0.3716,37.0
2780,0.1634,-0.3417,-0.3417,0.3856,0.2981,30.0
2781,0.1677,0.0044,0.0044,0.2699,0.1249,12.0
2782,0.8777,0.0732,0.0732,0.5756,0.4058,41.0
2783,-0.4372,0.0772,0.0772,-0.2982,0.2431,24.0
2784,0.6589,-0.1314,-0.1314,-0.2145,0.0745,7.0
2785,0.5726,0.3245,0.3245,0.5036,0.3494,35.0
2786,0.5233,-0.1368,-0.1368,0.3661,0.1811,18.0
2787,-0.1361,0.1003,0.1003,-0.3935,0.4669,47.0
2788,0.2266,-0.0622,-0.0622,0.3383,0.4276,43.0
2789,-0.249,0.1835,0.1835,0.5064,0.2494,25.0
2790,0.7915,-0.0027,-0.0027,0.8533,0.306,31.0
2791,-0.1158,-0.1693,-0.1693,-0.2256,0.1451,15.0
2792,-0.4379,-0.1551,-0.1551,0.4197,0.2393,24.0
2793,0.0957,0.5103,0.5103,0.1361,0.4087,41.0
2794,0.5915,-0.1018,-0.1018,0.6791,0.1289,13.0
2795,0.0958,0.0135,0.0135,0.1238,0.295,29.0
2796,0.7709,-0.378,-0.378,0.2632,0.3604,36.0
2797,0.3669,0.1273,0.1273,-0.0216,0.0907,9.0
2798,0.3388,0.0491,0.0491,0.9315,0.4858,49.0
2799,-0.1819,-0.0366,-0.0366,-0.1654,0.1912,19.0
2800,0.0818,-0.2008,-0.2008,0.0119,0.3185,32.0
2801,0.9817,0.1291,0.1291,-0.2022,0.1616,16.0
2802,0.8806,-0.1718,-0.1718,0.4096,0.4432,44.0
2803,-0.0282,0.0373,0.0373,-0.0731,0.261,26.0
2804,0.0978,-0.1468,-0.1468,0.7504,0.1695,17.0
2805,0.1796,0.1254,0.1254,0.4127,0.4512,45.0
2806,0.6419,0.0749,0.0749,0.5817,0.058,6.0
2807,-0.3149,-0.0002,-0.0002,-0.4168,0.3369,34.0
2808,0.1914,-0.627,-0.627,0.2774,0.4974,50.0
2809,0.0414,0.1203,0.1203,0.7435,0.2069,21.0
2810,0.5664,0.0518,0.0518,0.4426,0.3769,38.0
2811,-0.109,0.2038,0.2038,0.1069,0.1032,10.0
2812,0.5045,-0.1529,-0.1529,-0.0365,0.1163,12.0
2813,0.1747,0.3201,0.3201,-0.3328,0.2786,28.0
2814,0.7295,0.0784,0.0784,0.7702,0.2237,22.0
2815,-0.2709,-0.034,-0.034,0.1952,0.3971,40.0
2816,0.1496,-0.4706,-0.4706,0.2437,0.1458,15.0
2817,0.2158,0.0894,0.0894,0.8208,0.3053,31.0
2818,0.3493,-0.067,-0.067,0.5242,0.2503,25.0
2819,-0.3803,0.1781,0.1781,-0.1773,0.4267,43.0
2820,0.4118,-0.0421,-0.0421,0.2362,0.4679,47.0
2821,0.4495,0.3082,0.3082,-0.0966,0.1801,18.0
2822,0.8267,-0.0482,-0.0482,0.7959,0.3503,35.0
2823,-0.3905,-0.0156,-0.0156,0.0157,0.0736,7.0
2824,0.0763,-0.4694,-0.4694,0.0357,0.192,19.0
2825,0.6582,0.1748,0.1748,-0.284,0.485,49.0
2826,0.7346,-0.1072,-0.1072,0.5138,0.0916,9.0
2827,0.0812,-0.0273,-0.0273,0.1051,0.3595,36.0
2828,0.0753,-0.2623,-0.2623,0.8606,0.2961,30.0
2829,0.0052,0.1832,0.1832,0.2536,0.1278,13.0
2830,0.7115,0.3617,0.3617,0.5428,0.4095,41.0
2831,-0.215,0.0047,0.0047,-0.1603,0.2385,24.0
2832,-0.2018,-0.0588,-0.0588,0.3289,0.3377,34.0
2833,0.3055,0.5231,0.5231,0.4962,0.0572,6.0
2834,0.5437,-0.2419,-0.2419,0.8385,0.4523,45.0
2835,-0.0446,0.0341,0.0341,0.0475,0.1685,17.0
2836,0.6482,-0.2222,-0.2222,0.2279,0.262,26.0
2837,0.502,0.09,0.09,0.1063,0.4423,44.0
2838,0.4462,0.0011,0.0011,0.6295,0.1623,16.0
2839,-0.4468,-0.0315,-0.0315,-0.4211,0.3178,32.0
2840,0.8171,-0.1907,-0.1907,-0.3205,0.3979,40.0
2841,0.4254,0.3931,0.3931,0.3755,0.2228,22.0
2842,0.4117,0.0814,0.0814,0.4963,0.2796,28.0
2843,0.1446,0.1582,0.1582,-0.2362,0.1153,12.0
2844,0.0317,-0.2797,-0.2797,0.4698,0.1042,10.0
2845,-0.3807,0.1737,0.1737,0.2449,0.3759,38.0
2846,0.8607,0.0125,0.0125,0.6842,0.2076,21.0
2847,0.0448,-0.2151,-0.2151,-0.0631,0.4967,50.0
2848,0.4625,-0.261,-0.261,-0.1668,0.328,33.0
2849,0.5238,0.6062,0.6062,-0.1074,0.1513,15.0
2850,0.4647,-0.1797,-0.1797,0.4416,0.432,43.0
2851,-0.0813,-0.0396,-0.0396,0.1559,0.2731,27.0
2852,0.4471,-0.3513,-0.3513,0.6239,0.1715,17.0
2853,0.0584,0.0361,0.0361,0.5717,0.4484,45.0
2854,0.7532,0.0881,0.0881,0.4354,0.0542,5.0
2855,-0.2605,-0.0354,-0.0354,-0.316,0.3415,34.0
2856,-0.3711,-0.3847,-0.3847,0.6672,0.4866,49.0
2857,0.2624,0.2233,0.2233,0.534,0.2185,22.0
2858,0.501,0.0044,0.0044,0.4994,0.3859,39.0
2859,-0.3446,0.0542,0.0542,0.1431,0.0934,9.0
2860,0.2059,-0.1181,-0.1181,0.1096,0.1122,11.0
2861,0.4364,0.0037,0.0037,-0.1811,0.2836,28.0
2862,0.9245,-0.0022,-0.0022,0.9147,0.2261,23.0
2863,-0.1766,-0.0307,-0.0307,-0.1186,0.3938,39.0
2864,0.6513,-0.5102,-0.5102,0.2035,0.0694,7.0
2865,0.8251,0.3537,0.3537,0.0956,0.3536,35.0
2866,0.3015,0.0118,0.0118,0.3654,0.1844,18.0
2867,-0.0932,0.0753,0.0753,-0.0998,0.4645,46.0
2868,0.0947,-0.0328,-0.0328,0.4788,0.416,42.0
2869,-0.0504,0.3902,0.3902,0.1322,0.2601,26.0
2870,0.7138,-0.011,-0.011,0.7288,0.3159,32.0
2871,0.0363,-0.1419,-0.1419,-0.3892,0.1361,14.0
2872,-0.1744,-0.3211,-0.3211,0.1912,0.2421,24.0
2873,-0.1746,0.3074,0.3074,0.6263,0.4068,41.0
2874,0.6094,-0.0302,-0.0302,0.8133,0.1242,12.0
2875,0.0791,0.1184,0.1184,0.1026,0.2987,30.0
2876,0.7121,-0.0294,-0.0294,-0.0441,0.3707,37.0
2877,0.28,0.0246,0.0246,0.2643,0.0813,8.0
2878,0.6353,0.0976,0.0976,0.8081,0.4737,47.0
2879,-0.3018,0.0313,0.0313,-0.4324,0.2024,20.0
2880,0.2484,-0.2898,-0.2898,-0.1599,0.405,40.0
2881,0.7629,0.2928,0.2928,-0.1756,0.2439,24.0
2882,0.8797,-0.0532,-0.0532,0.3211,0.3005,30.0
2883,-0.0061,-0.0381,-0.0381,0.0092,0.1225,12.0
2884,0.2315,-0.0786,-0.0786,0.6319,0.0831,8.0
2885,0.399,0.2231,0.2231,0.4047,0.3689,37.0
2886,0.6813,0.0716,0.0716,0.6154,0.2007,20.0
2887,-0.4488,0.0276,0.0276,-0.3885,0.4754,48.0
2888,-0.2081,-0.5189,-0.5189,0.6783,0.3588,36.0
2889,-0.0702,0.1882,0.1882,0.6572,0.0642,6.0
2890,0.46,0.0054,0.0054,0.2786,0.4592,46.0
2891,-0.0941,0.1373,0.1373,0.0032,0.1897,19.0
2892,0.4938,-0.0687,-0.0687,-0.0054,0.2549,25.0
2893,0.0708,0.3604,0.3604,-0.0233,0.4213,42.0
2894,0.8435,0.0719,0.0719,0.922,0.1414,14.0
2895,-0.1137,-0.0929,-0.0929,0.1139,0.3106,31.0
2896,0.6578,-0.2296,-0.2296,-0.1113,0.2132,21.0
2897,0.7489,0.3419,0.3419,0.2329,0.4919,49.0
2898,0.4503,-0.0245,-0.0245,0.4364,0.0986,10.0
2899,0.0205,0.0243,0.0243,-0.3742,0.3806,38.0
2900,0.2197,-0.0847,-0.0847,0.2356,0.2889,29.0
2901,-0.1403,0.0961,0.0961,0.4703,0.1069,11.0
2902,0.7052,-0.1104,-0.1104,0.9554,0.3885,39.0
2903,-0.1565,-0.2013,-0.2013,-0.3562,0.2314,23.0
2904,-0.2828,-0.1738,-0.1738,0.5484,0.153,15.0
2905,-0.2654,0.4395,0.4395,0.5968,0.3262,33.0
2906,0.6049,-0.0702,-0.0702,0.6572,0.2714,27.0
2907,0.2367,-0.001,-0.001,0.1653,0.4338,43.0
2908,0.4343,-0.4548,-0.4548,0.2967,0.4466,45.0
2909,0.2493,0.0318,0.0318,-0.0138,0.1732,17.0
2910,0.4304,0.1453,0.1453,0.8496,0.3433,34.0
2911,-0.25,0.0105,0.0105,-0.2634,0.0525,5.0
2912,-0.2272,-0.0165,-0.0165,0.8748,0.2211,22.0
2913,0.3075,0.3967,0.3967,0.6025,0.3997,40.0
2914,0.306,-0.0543,-0.0543,0.4124,0.1171,12.0
2915,-0.2154,0.0183,0.0183,-0.1282,0.2778,28.0
2916,0.4526,-0.1479,-0.1479,0.265,0.3777,38.0
2917,0.4451,0.2959,0.2959,-0.4067,0.1024,10.0
2918,0.6581,0.0181,0.0181,0.8078,0.4949,49.0
2919,-0.1196,-0.2634,-0.2634,-0.0402,0.2093,21.0
2920,0.2599,-0.0441,-0.0441,-0.4615,0.0624,6.0
2921,0.3373,0.4097,0.4097,0.1039,0.3324,33.0
2922,0.8619,-0.1726,-0.1726,0.601,0.1632,16.0
2923,0.0989,0.0496,0.0496,-0.0675,0.4576,46.0
